         Curves of the Total Solar Eclipse of 2043 April 09         
+------------------------------------------------------------------+
|                    Rising and Setting Curves                     |
+------------------------------------------------------------------+
|      Time in UT1      |      Latitude      |      Longitude      |
|      18:04:54.00      |     32°27.00'N     |     174°12.49'E     |
|      18:04:57.00      |     32°28.85'N     |     174°11.38'E     |
|      18:05:00.00      |     32°30.69'N     |     174°10.28'E     |
|      18:05:03.00      |     32°32.54'N     |     174°09.17'E     |
|      18:05:06.00      |     32°34.38'N     |     174°08.07'E     |
|      18:05:09.00      |     32°36.22'N     |     174°06.97'E     |
|      18:05:12.00      |     32°38.07'N     |     174°05.86'E     |
|      18:05:15.00      |     32°39.91'N     |     174°04.76'E     |
|      18:05:18.00      |     32°41.75'N     |     174°03.65'E     |
|      18:05:21.00      |     32°43.59'N     |     174°02.55'E     |
|      18:05:24.00      |     32°45.43'N     |     174°01.44'E     |
|      18:05:27.00      |     32°47.27'N     |     174°00.33'E     |
|      18:05:30.00      |     32°49.11'N     |     173°59.23'E     |
|      18:05:33.00      |     32°50.95'N     |     173°58.12'E     |
|      18:05:36.00      |     32°52.79'N     |     173°57.02'E     |
|      18:05:39.00      |     32°54.63'N     |     173°55.91'E     |
|      18:05:42.00      |     32°56.47'N     |     173°54.80'E     |
|      18:05:45.00      |     32°58.30'N     |     173°53.70'E     |
|      18:05:48.00      |     33°00.14'N     |     173°52.59'E     |
|      18:05:51.00      |     33°01.98'N     |     173°51.48'E     |
|      18:05:54.00      |     33°03.81'N     |     173°50.38'E     |
|      18:05:57.00      |     33°05.65'N     |     173°49.27'E     |
|      18:06:00.00      |     33°07.48'N     |     173°48.16'E     |
|      18:06:03.00      |     33°09.32'N     |     173°47.05'E     |
|      18:06:06.00      |     33°11.15'N     |     173°45.95'E     |
|      18:06:09.00      |     33°12.98'N     |     173°44.84'E     |
|      18:06:12.00      |     33°14.82'N     |     173°43.73'E     |
|      18:06:15.00      |     33°16.65'N     |     173°42.62'E     |
|      18:06:18.00      |     33°18.48'N     |     173°41.51'E     |
|      18:06:21.00      |     33°20.31'N     |     173°40.41'E     |
|      18:06:24.00      |     33°22.14'N     |     173°39.30'E     |
|      18:06:27.00      |     33°23.97'N     |     173°38.19'E     |
|      18:06:30.00      |     33°25.80'N     |     173°37.08'E     |
|      18:06:33.00      |     33°27.63'N     |     173°35.97'E     |
|      18:06:36.00      |     33°29.46'N     |     173°34.86'E     |
|      18:06:39.00      |     33°31.29'N     |     173°33.75'E     |
|      18:06:42.00      |     33°33.12'N     |     173°32.64'E     |
|      18:06:45.00      |     33°34.95'N     |     173°31.53'E     |
|      18:06:48.00      |     33°36.77'N     |     173°30.42'E     |
|      18:06:51.00      |     33°38.60'N     |     173°29.31'E     |
|      18:06:54.00      |     33°40.43'N     |     173°28.20'E     |
|      18:06:57.00      |     33°42.25'N     |     173°27.09'E     |
|      18:07:00.00      |     33°44.08'N     |     173°25.98'E     |
|      18:07:03.00      |     33°45.90'N     |     173°24.87'E     |
|      18:07:06.00      |     33°47.73'N     |     173°23.76'E     |
|      18:07:09.00      |     33°49.55'N     |     173°22.65'E     |
|      18:07:12.00      |     33°51.37'N     |     173°21.54'E     |
|      18:07:15.00      |     33°53.20'N     |     173°20.42'E     |
|      18:07:18.00      |     33°55.02'N     |     173°19.31'E     |
|      18:07:21.00      |     33°56.84'N     |     173°18.20'E     |
|      18:07:24.00      |     33°58.66'N     |     173°17.09'E     |
|      18:07:27.00      |     34°00.48'N     |     173°15.98'E     |
|      18:07:30.00      |     34°02.30'N     |     173°14.86'E     |
|      18:07:33.00      |     34°04.13'N     |     173°13.75'E     |
|      18:07:36.00      |     34°05.95'N     |     173°12.64'E     |
|      18:07:39.00      |     34°07.76'N     |     173°11.53'E     |
|      18:07:42.00      |     34°09.58'N     |     173°10.41'E     |
|      18:07:45.00      |     34°11.40'N     |     173°09.30'E     |
|      18:07:48.00      |     34°13.22'N     |     173°08.19'E     |
|      18:07:51.00      |     34°15.04'N     |     173°07.07'E     |
|      18:07:54.00      |     34°16.85'N     |     173°05.96'E     |
|      18:07:57.00      |     34°18.67'N     |     173°04.84'E     |
|      18:08:00.00      |     34°20.49'N     |     173°03.73'E     |
|      18:08:03.00      |     34°22.30'N     |     173°02.62'E     |
|      18:08:06.00      |     34°24.12'N     |     173°01.50'E     |
|      18:08:09.00      |     34°25.93'N     |     173°00.39'E     |
|      18:08:12.00      |     34°27.75'N     |     172°59.27'E     |
|      18:08:15.00      |     34°29.56'N     |     172°58.16'E     |
|      18:08:18.00      |     34°31.38'N     |     172°57.04'E     |
|      18:08:21.00      |     34°33.19'N     |     172°55.93'E     |
|      18:08:24.00      |     34°35.00'N     |     172°54.81'E     |
|      18:08:27.00      |     34°36.81'N     |     172°53.70'E     |
|      18:08:30.00      |     34°38.63'N     |     172°52.58'E     |
|      18:08:33.00      |     34°40.44'N     |     172°51.46'E     |
|      18:08:36.00      |     34°42.25'N     |     172°50.35'E     |
|      18:08:39.00      |     34°44.06'N     |     172°49.23'E     |
|      18:08:42.00      |     34°45.87'N     |     172°48.11'E     |
|      18:08:45.00      |     34°47.68'N     |     172°47.00'E     |
|      18:08:48.00      |     34°49.49'N     |     172°45.88'E     |
|      18:08:51.00      |     34°51.30'N     |     172°44.76'E     |
|      18:08:54.00      |     34°53.10'N     |     172°43.65'E     |
|      18:08:57.00      |     34°54.91'N     |     172°42.53'E     |
|      18:09:00.00      |     34°56.72'N     |     172°41.41'E     |
|      18:09:03.00      |     34°58.53'N     |     172°40.29'E     |
|      18:09:06.00      |     35°00.33'N     |     172°39.17'E     |
|      18:09:09.00      |     35°02.14'N     |     172°38.06'E     |
|      18:09:12.00      |     35°03.95'N     |     172°36.94'E     |
|      18:09:15.00      |     35°05.75'N     |     172°35.82'E     |
|      18:09:18.00      |     35°07.56'N     |     172°34.70'E     |
|      18:09:21.00      |     35°09.36'N     |     172°33.58'E     |
|      18:09:24.00      |     35°11.16'N     |     172°32.46'E     |
|      18:09:27.00      |     35°12.97'N     |     172°31.34'E     |
|      18:09:30.00      |     35°14.77'N     |     172°30.22'E     |
|      18:09:33.00      |     35°16.57'N     |     172°29.10'E     |
|      18:09:36.00      |     35°18.38'N     |     172°27.98'E     |
|      18:09:39.00      |     35°20.18'N     |     172°26.86'E     |
|      18:09:42.00      |     35°21.98'N     |     172°25.74'E     |
|      18:09:45.00      |     35°23.78'N     |     172°24.62'E     |
|      18:09:48.00      |     35°25.58'N     |     172°23.50'E     |
|      18:09:51.00      |     35°27.38'N     |     172°22.38'E     |
|      18:09:54.00      |     35°29.18'N     |     172°21.26'E     |
|      18:09:57.00      |     35°30.98'N     |     172°20.14'E     |
|      18:10:00.00      |     35°32.78'N     |     172°19.02'E     |
|      18:10:03.00      |     35°34.58'N     |     172°17.89'E     |
|      18:10:06.00      |     35°36.38'N     |     172°16.77'E     |
|      18:10:09.00      |     35°38.17'N     |     172°15.65'E     |
|      18:10:12.00      |     35°39.97'N     |     172°14.53'E     |
|      18:10:15.00      |     35°41.77'N     |     172°13.40'E     |
|      18:10:18.00      |     35°43.56'N     |     172°12.28'E     |
|      18:10:21.00      |     35°45.36'N     |     172°11.16'E     |
|      18:10:24.00      |     35°47.16'N     |     172°10.04'E     |
|      18:10:27.00      |     35°48.95'N     |     172°08.91'E     |
|      18:10:30.00      |     35°50.75'N     |     172°07.79'E     |
|      18:10:33.00      |     35°52.54'N     |     172°06.66'E     |
|      18:10:36.00      |     35°54.33'N     |     172°05.54'E     |
|      18:10:39.00      |     35°56.13'N     |     172°04.42'E     |
|      18:10:42.00      |     35°57.92'N     |     172°03.29'E     |
|      18:10:45.00      |     35°59.71'N     |     172°02.17'E     |
|      18:10:48.00      |     36°01.51'N     |     172°01.04'E     |
|      18:10:51.00      |     36°03.30'N     |     171°59.92'E     |
|      18:10:54.00      |     36°05.09'N     |     171°58.79'E     |
|      18:10:57.00      |     36°06.88'N     |     171°57.67'E     |
|      18:11:00.00      |     36°08.67'N     |     171°56.54'E     |
|      18:11:03.00      |     36°10.46'N     |     171°55.42'E     |
|      18:11:06.00      |     36°12.25'N     |     171°54.29'E     |
|      18:11:09.00      |     36°14.04'N     |     171°53.16'E     |
|      18:11:12.00      |     36°15.83'N     |     171°52.04'E     |
|      18:11:15.00      |     36°17.62'N     |     171°50.91'E     |
|      18:11:18.00      |     36°19.41'N     |     171°49.78'E     |
|      18:11:21.00      |     36°21.20'N     |     171°48.66'E     |
|      18:11:24.00      |     36°22.98'N     |     171°47.53'E     |
|      18:11:27.00      |     36°24.77'N     |     171°46.40'E     |
|      18:11:30.00      |     36°26.56'N     |     171°45.27'E     |
|      18:11:33.00      |     36°28.34'N     |     171°44.15'E     |
|      18:11:36.00      |     36°30.13'N     |     171°43.02'E     |
|      18:11:39.00      |     36°31.91'N     |     171°41.89'E     |
|      18:11:42.00      |     36°33.70'N     |     171°40.76'E     |
|      18:11:45.00      |     36°35.48'N     |     171°39.63'E     |
|      18:11:48.00      |     36°37.27'N     |     171°38.50'E     |
|      18:11:51.00      |     36°39.05'N     |     171°37.37'E     |
|      18:11:54.00      |     36°40.84'N     |     171°36.25'E     |
|      18:11:57.00      |     36°42.62'N     |     171°35.12'E     |
|      18:12:00.00      |     36°44.40'N     |     171°33.99'E     |
|      18:12:03.00      |     36°46.18'N     |     171°32.86'E     |
|      18:12:06.00      |     36°47.97'N     |     171°31.73'E     |
|      18:12:09.00      |     36°49.75'N     |     171°30.60'E     |
|      18:12:12.00      |     36°51.53'N     |     171°29.46'E     |
|      18:12:15.00      |     36°53.31'N     |     171°28.33'E     |
|      18:12:18.00      |     36°55.09'N     |     171°27.20'E     |
|      18:12:21.00      |     36°56.87'N     |     171°26.07'E     |
|      18:12:24.00      |     36°58.65'N     |     171°24.94'E     |
|      18:12:27.00      |     37°00.43'N     |     171°23.81'E     |
|      18:12:30.00      |     37°02.21'N     |     171°22.68'E     |
|      18:12:33.00      |     37°03.99'N     |     171°21.54'E     |
|      18:12:36.00      |     37°05.76'N     |     171°20.41'E     |
|      18:12:39.00      |     37°07.54'N     |     171°19.28'E     |
|      18:12:42.00      |     37°09.32'N     |     171°18.15'E     |
|      18:12:45.00      |     37°11.10'N     |     171°17.01'E     |
|      18:12:48.00      |     37°12.87'N     |     171°15.88'E     |
|      18:12:51.00      |     37°14.65'N     |     171°14.75'E     |
|      18:12:54.00      |     37°16.42'N     |     171°13.61'E     |
|      18:12:57.00      |     37°18.20'N     |     171°12.48'E     |
|      18:13:00.00      |     37°19.98'N     |     171°11.34'E     |
|      18:13:03.00      |     37°21.75'N     |     171°10.21'E     |
|      18:13:06.00      |     37°23.52'N     |     171°09.07'E     |
|      18:13:09.00      |     37°25.30'N     |     171°07.94'E     |
|      18:13:12.00      |     37°27.07'N     |     171°06.80'E     |
|      18:13:15.00      |     37°28.84'N     |     171°05.67'E     |
|      18:13:18.00      |     37°30.62'N     |     171°04.53'E     |
|      18:13:21.00      |     37°32.39'N     |     171°03.40'E     |
|      18:13:24.00      |     37°34.16'N     |     171°02.26'E     |
|      18:13:27.00      |     37°35.93'N     |     171°01.13'E     |
|      18:13:30.00      |     37°37.70'N     |     170°59.99'E     |
|      18:13:33.00      |     37°39.48'N     |     170°58.85'E     |
|      18:13:36.00      |     37°41.25'N     |     170°57.72'E     |
|      18:13:39.00      |     37°43.02'N     |     170°56.58'E     |
|      18:13:42.00      |     37°44.79'N     |     170°55.44'E     |
|      18:13:45.00      |     37°46.55'N     |     170°54.30'E     |
|      18:13:48.00      |     37°48.32'N     |     170°53.17'E     |
|      18:13:51.00      |     37°50.09'N     |     170°52.03'E     |
|      18:13:54.00      |     37°51.86'N     |     170°50.89'E     |
|      18:13:57.00      |     37°53.63'N     |     170°49.75'E     |
|      18:14:00.00      |     37°55.40'N     |     170°48.61'E     |
|      18:14:03.00      |     37°57.16'N     |     170°47.47'E     |
|      18:14:06.00      |     37°58.93'N     |     170°46.33'E     |
|      18:14:09.00      |     38°00.70'N     |     170°45.19'E     |
|      18:14:12.00      |     38°02.46'N     |     170°44.05'E     |
|      18:14:15.00      |     38°04.23'N     |     170°42.91'E     |
|      18:14:18.00      |     38°05.99'N     |     170°41.77'E     |
|      18:14:21.00      |     38°07.76'N     |     170°40.63'E     |
|      18:14:24.00      |     38°09.52'N     |     170°39.49'E     |
|      18:14:27.00      |     38°11.29'N     |     170°38.35'E     |
|      18:14:30.00      |     38°13.05'N     |     170°37.21'E     |
|      18:14:33.00      |     38°14.81'N     |     170°36.07'E     |
|      18:14:36.00      |     38°16.58'N     |     170°34.93'E     |
|      18:14:39.00      |     38°18.34'N     |     170°33.78'E     |
|      18:14:42.00      |     38°20.10'N     |     170°32.64'E     |
|      18:14:45.00      |     38°21.87'N     |     170°31.50'E     |
|      18:14:48.00      |     38°23.63'N     |     170°30.36'E     |
|      18:14:51.00      |     38°25.39'N     |     170°29.21'E     |
|      18:14:54.00      |     38°27.15'N     |     170°28.07'E     |
|      18:14:57.00      |     38°28.91'N     |     170°26.93'E     |
|      18:15:00.00      |     38°30.67'N     |     170°25.78'E     |
|      18:15:03.00      |     38°32.43'N     |     170°24.64'E     |
|      18:15:06.00      |     38°34.19'N     |     170°23.50'E     |
|      18:15:09.00      |     38°35.95'N     |     170°22.35'E     |
|      18:15:12.00      |     38°37.71'N     |     170°21.21'E     |
|      18:15:15.00      |     38°39.47'N     |     170°20.06'E     |
|      18:15:18.00      |     38°41.22'N     |     170°18.92'E     |
|      18:15:21.00      |     38°42.98'N     |     170°17.77'E     |
|      18:15:24.00      |     38°44.74'N     |     170°16.63'E     |
|      18:15:27.00      |     38°46.50'N     |     170°15.48'E     |
|      18:15:30.00      |     38°48.25'N     |     170°14.33'E     |
|      18:15:33.00      |     38°50.01'N     |     170°13.19'E     |
|      18:15:36.00      |     38°51.77'N     |     170°12.04'E     |
|      18:15:39.00      |     38°53.52'N     |     170°10.89'E     |
|      18:15:42.00      |     38°55.28'N     |     170°09.75'E     |
|      18:15:45.00      |     38°57.03'N     |     170°08.60'E     |
|      18:15:48.00      |     38°58.79'N     |     170°07.45'E     |
|      18:15:51.00      |     39°00.54'N     |     170°06.30'E     |
|      18:15:54.00      |     39°02.29'N     |     170°05.16'E     |
|      18:15:57.00      |     39°04.05'N     |     170°04.01'E     |
|      18:16:00.00      |     39°05.80'N     |     170°02.86'E     |
|      18:16:03.00      |     39°07.55'N     |     170°01.71'E     |
|      18:16:06.00      |     39°09.31'N     |     170°00.56'E     |
|      18:16:09.00      |     39°11.06'N     |     169°59.41'E     |
|      18:16:12.00      |     39°12.81'N     |     169°58.26'E     |
|      18:16:15.00      |     39°14.56'N     |     169°57.11'E     |
|      18:16:18.00      |     39°16.31'N     |     169°55.96'E     |
|      18:16:21.00      |     39°18.06'N     |     169°54.81'E     |
|      18:16:24.00      |     39°19.82'N     |     169°53.66'E     |
|      18:16:27.00      |     39°21.57'N     |     169°52.51'E     |
|      18:16:30.00      |     39°23.32'N     |     169°51.36'E     |
|      18:16:33.00      |     39°25.06'N     |     169°50.21'E     |
|      18:16:36.00      |     39°26.81'N     |     169°49.05'E     |
|      18:16:39.00      |     39°28.56'N     |     169°47.90'E     |
|      18:16:42.00      |     39°30.31'N     |     169°46.75'E     |
|      18:16:45.00      |     39°32.06'N     |     169°45.60'E     |
|      18:16:48.00      |     39°33.81'N     |     169°44.44'E     |
|      18:16:51.00      |     39°35.55'N     |     169°43.29'E     |
|      18:16:54.00      |     39°37.30'N     |     169°42.14'E     |
|      18:16:57.00      |     39°39.05'N     |     169°40.98'E     |
|      18:17:00.00      |     39°40.79'N     |     169°39.83'E     |
|      18:17:03.00      |     39°42.54'N     |     169°38.68'E     |
|      18:17:06.00      |     39°44.29'N     |     169°37.52'E     |
|      18:17:09.00      |     39°46.03'N     |     169°36.37'E     |
|      18:17:12.00      |     39°47.78'N     |     169°35.21'E     |
|      18:17:15.00      |     39°49.52'N     |     169°34.06'E     |
|      18:17:18.00      |     39°51.27'N     |     169°32.90'E     |
|      18:17:21.00      |     39°53.01'N     |     169°31.74'E     |
|      18:17:24.00      |     39°54.75'N     |     169°30.59'E     |
|      18:17:27.00      |     39°56.50'N     |     169°29.43'E     |
|      18:17:30.00      |     39°58.24'N     |     169°28.28'E     |
|      18:17:33.00      |     39°59.98'N     |     169°27.12'E     |
|      18:17:36.00      |     40°01.73'N     |     169°25.96'E     |
|      18:17:39.00      |     40°03.47'N     |     169°24.80'E     |
|      18:17:42.00      |     40°05.21'N     |     169°23.65'E     |
|      18:17:45.00      |     40°06.95'N     |     169°22.49'E     |
|      18:17:48.00      |     40°08.69'N     |     169°21.33'E     |
|      18:17:51.00      |     40°10.43'N     |     169°20.17'E     |
|      18:17:54.00      |     40°12.17'N     |     169°19.01'E     |
|      18:17:57.00      |     40°13.91'N     |     169°17.85'E     |
|      18:18:00.00      |     40°15.65'N     |     169°16.69'E     |
|      18:18:03.00      |     40°17.39'N     |     169°15.53'E     |
|      18:18:06.00      |     40°19.13'N     |     169°14.37'E     |
|      18:18:09.00      |     40°20.87'N     |     169°13.21'E     |
|      18:18:12.00      |     40°22.61'N     |     169°12.05'E     |
|      18:18:15.00      |     40°24.35'N     |     169°10.89'E     |
|      18:18:18.00      |     40°26.09'N     |     169°09.73'E     |
|      18:18:21.00      |     40°27.82'N     |     169°08.57'E     |
|      18:18:24.00      |     40°29.56'N     |     169°07.41'E     |
|      18:18:27.00      |     40°31.30'N     |     169°06.25'E     |
|      18:18:30.00      |     40°33.03'N     |     169°05.08'E     |
|      18:18:33.00      |     40°34.77'N     |     169°03.92'E     |
|      18:18:36.00      |     40°36.51'N     |     169°02.76'E     |
|      18:18:39.00      |     40°38.24'N     |     169°01.60'E     |
|      18:18:42.00      |     40°39.98'N     |     169°00.43'E     |
|      18:18:45.00      |     40°41.71'N     |     168°59.27'E     |
|      18:18:48.00      |     40°43.45'N     |     168°58.10'E     |
|      18:18:51.00      |     40°45.18'N     |     168°56.94'E     |
|      18:18:54.00      |     40°46.92'N     |     168°55.77'E     |
|      18:18:57.00      |     40°48.65'N     |     168°54.61'E     |
|      18:19:00.00      |     40°50.38'N     |     168°53.44'E     |
|      18:19:03.00      |     40°52.12'N     |     168°52.28'E     |
|      18:19:06.00      |     40°53.85'N     |     168°51.11'E     |
|      18:19:09.00      |     40°55.58'N     |     168°49.95'E     |
|      18:19:12.00      |     40°57.31'N     |     168°48.78'E     |
|      18:19:15.00      |     40°59.05'N     |     168°47.61'E     |
|      18:19:18.00      |     41°00.78'N     |     168°46.45'E     |
|      18:19:21.00      |     41°02.51'N     |     168°45.28'E     |
|      18:19:24.00      |     41°04.24'N     |     168°44.11'E     |
|      18:19:27.00      |     41°05.97'N     |     168°42.94'E     |
|      18:19:30.00      |     41°07.70'N     |     168°41.78'E     |
|      18:19:33.00      |     41°09.43'N     |     168°40.61'E     |
|      18:19:36.00      |     41°11.16'N     |     168°39.44'E     |
|      18:19:39.00      |     41°12.89'N     |     168°38.27'E     |
|      18:19:42.00      |     41°14.62'N     |     168°37.10'E     |
|      18:19:45.00      |     41°16.35'N     |     168°35.93'E     |
|      18:19:48.00      |     41°18.08'N     |     168°34.76'E     |
|      18:19:51.00      |     41°19.81'N     |     168°33.59'E     |
|      18:19:54.00      |     41°21.53'N     |     168°32.42'E     |
|      18:19:57.00      |     41°23.26'N     |     168°31.25'E     |
|      18:20:00.00      |     41°24.99'N     |     168°30.08'E     |
|      18:20:03.00      |     41°26.71'N     |     168°28.91'E     |
|      18:20:06.00      |     41°28.44'N     |     168°27.74'E     |
|      18:20:09.00      |     41°30.17'N     |     168°26.56'E     |
|      18:20:12.00      |     41°31.89'N     |     168°25.39'E     |
|      18:20:15.00      |     41°33.62'N     |     168°24.22'E     |
|      18:20:18.00      |     41°35.35'N     |     168°23.05'E     |
|      18:20:21.00      |     41°37.07'N     |     168°21.87'E     |
|      18:20:24.00      |     41°38.80'N     |     168°20.70'E     |
|      18:20:27.00      |     41°40.52'N     |     168°19.52'E     |
|      18:20:30.00      |     41°42.24'N     |     168°18.35'E     |
|      18:20:33.00      |     41°43.97'N     |     168°17.18'E     |
|      18:20:36.00      |     41°45.69'N     |     168°16.00'E     |
|      18:20:39.00      |     41°47.41'N     |     168°14.83'E     |
|      18:20:42.00      |     41°49.14'N     |     168°13.65'E     |
|      18:20:45.00      |     41°50.86'N     |     168°12.47'E     |
|      18:20:48.00      |     41°52.58'N     |     168°11.30'E     |
|      18:20:51.00      |     41°54.31'N     |     168°10.12'E     |
|      18:20:54.00      |     41°56.03'N     |     168°08.94'E     |
|      18:20:57.00      |     41°57.75'N     |     168°07.77'E     |
|      18:21:00.00      |     41°59.47'N     |     168°06.59'E     |
|      18:21:03.00      |     42°01.19'N     |     168°05.41'E     |
|      18:21:06.00      |     42°02.91'N     |     168°04.23'E     |
|      18:21:09.00      |     42°04.63'N     |     168°03.06'E     |
|      18:21:12.00      |     42°06.35'N     |     168°01.88'E     |
|      18:21:15.00      |     42°08.07'N     |     168°00.70'E     |
|      18:21:18.00      |     42°09.79'N     |     167°59.52'E     |
|      18:21:21.00      |     42°11.51'N     |     167°58.34'E     |
|      18:21:24.00      |     42°13.23'N     |     167°57.16'E     |
|      18:21:27.00      |     42°14.95'N     |     167°55.98'E     |
|      18:21:30.00      |     42°16.67'N     |     167°54.80'E     |
|      18:21:33.00      |     42°18.38'N     |     167°53.62'E     |
|      18:21:36.00      |     42°20.10'N     |     167°52.44'E     |
|      18:21:39.00      |     42°21.82'N     |     167°51.25'E     |
|      18:21:42.00      |     42°23.54'N     |     167°50.07'E     |
|      18:21:45.00      |     42°25.25'N     |     167°48.89'E     |
|      18:21:48.00      |     42°26.97'N     |     167°47.71'E     |
|      18:21:51.00      |     42°28.69'N     |     167°46.52'E     |
|      18:21:54.00      |     42°30.40'N     |     167°45.34'E     |
|      18:21:57.00      |     42°32.12'N     |     167°44.16'E     |
|      18:22:00.00      |     42°33.83'N     |     167°42.97'E     |
|      18:22:03.00      |     42°35.55'N     |     167°41.79'E     |
|      18:22:06.00      |     42°37.26'N     |     167°40.60'E     |
|      18:22:09.00      |     42°38.98'N     |     167°39.42'E     |
|      18:22:12.00      |     42°40.69'N     |     167°38.23'E     |
|      18:22:15.00      |     42°42.41'N     |     167°37.05'E     |
|      18:22:18.00      |     42°44.12'N     |     167°35.86'E     |
|      18:22:21.00      |     42°45.83'N     |     167°34.68'E     |
|      18:22:24.00      |     42°47.55'N     |     167°33.49'E     |
|      18:22:27.00      |     42°49.26'N     |     167°32.30'E     |
|      18:22:30.00      |     42°50.97'N     |     167°31.12'E     |
|      18:22:33.00      |     42°52.69'N     |     167°29.93'E     |
|      18:22:36.00      |     42°54.40'N     |     167°28.74'E     |
|      18:22:39.00      |     42°56.11'N     |     167°27.55'E     |
|      18:22:42.00      |     42°57.82'N     |     167°26.36'E     |
|      18:22:45.00      |     42°59.53'N     |     167°25.17'E     |
|      18:22:48.00      |     43°01.24'N     |     167°23.98'E     |
|      18:22:51.00      |     43°02.95'N     |     167°22.79'E     |
|      18:22:54.00      |     43°04.66'N     |     167°21.60'E     |
|      18:22:57.00      |     43°06.37'N     |     167°20.41'E     |
|      18:23:00.00      |     43°08.08'N     |     167°19.22'E     |
|      18:23:03.00      |     43°09.79'N     |     167°18.03'E     |
|      18:23:06.00      |     43°11.50'N     |     167°16.84'E     |
|      18:23:09.00      |     43°13.21'N     |     167°15.65'E     |
|      18:23:12.00      |     43°14.92'N     |     167°14.46'E     |
|      18:23:15.00      |     43°16.63'N     |     167°13.26'E     |
|      18:23:18.00      |     43°18.34'N     |     167°12.07'E     |
|      18:23:21.00      |     43°20.05'N     |     167°10.88'E     |
|      18:23:24.00      |     43°21.75'N     |     167°09.68'E     |
|      18:23:27.00      |     43°23.46'N     |     167°08.49'E     |
|      18:23:30.00      |     43°25.17'N     |     167°07.30'E     |
|      18:23:33.00      |     43°26.87'N     |     167°06.10'E     |
|      18:23:36.00      |     43°28.58'N     |     167°04.91'E     |
|      18:23:39.00      |     43°30.29'N     |     167°03.71'E     |
|      18:23:42.00      |     43°31.99'N     |     167°02.52'E     |
|      18:23:45.00      |     43°33.70'N     |     167°01.32'E     |
|      18:23:48.00      |     43°35.40'N     |     167°00.12'E     |
|      18:23:51.00      |     43°37.11'N     |     166°58.93'E     |
|      18:23:54.00      |     43°38.81'N     |     166°57.73'E     |
|      18:23:57.00      |     43°40.52'N     |     166°56.53'E     |
|      18:24:00.00      |     43°42.22'N     |     166°55.33'E     |
|      18:24:03.00      |     43°43.93'N     |     166°54.14'E     |
|      18:24:06.00      |     43°45.63'N     |     166°52.94'E     |
|      18:24:09.00      |     43°47.34'N     |     166°51.74'E     |
|      18:24:12.00      |     43°49.04'N     |     166°50.54'E     |
|      18:24:15.00      |     43°50.74'N     |     166°49.34'E     |
|      18:24:18.00      |     43°52.44'N     |     166°48.14'E     |
|      18:24:21.00      |     43°54.15'N     |     166°46.94'E     |
|      18:24:24.00      |     43°55.85'N     |     166°45.74'E     |
|      18:24:27.00      |     43°57.55'N     |     166°44.54'E     |
|      18:24:30.00      |     43°59.25'N     |     166°43.34'E     |
|      18:24:33.00      |     44°00.95'N     |     166°42.13'E     |
|      18:24:36.00      |     44°02.66'N     |     166°40.93'E     |
|      18:24:39.00      |     44°04.36'N     |     166°39.73'E     |
|      18:24:42.00      |     44°06.06'N     |     166°38.53'E     |
|      18:24:45.00      |     44°07.76'N     |     166°37.32'E     |
|      18:24:48.00      |     44°09.46'N     |     166°36.12'E     |
|      18:24:51.00      |     44°11.16'N     |     166°34.92'E     |
|      18:24:54.00      |     44°12.86'N     |     166°33.71'E     |
|      18:24:57.00      |     44°14.56'N     |     166°32.51'E     |
|      18:25:00.00      |     44°16.26'N     |     166°31.30'E     |
|      18:25:03.00      |     44°17.95'N     |     166°30.10'E     |
|      18:25:06.00      |     44°19.65'N     |     166°28.89'E     |
|      18:25:09.00      |     44°21.35'N     |     166°27.68'E     |
|      18:25:12.00      |     44°23.05'N     |     166°26.48'E     |
|      18:25:15.00      |     44°24.75'N     |     166°25.27'E     |
|      18:25:18.00      |     44°26.44'N     |     166°24.06'E     |
|      18:25:21.00      |     44°28.14'N     |     166°22.85'E     |
|      18:25:24.00      |     44°29.84'N     |     166°21.65'E     |
|      18:25:27.00      |     44°31.54'N     |     166°20.44'E     |
|      18:25:30.00      |     44°33.23'N     |     166°19.23'E     |
|      18:25:33.00      |     44°34.93'N     |     166°18.02'E     |
|      18:25:36.00      |     44°36.62'N     |     166°16.81'E     |
|      18:25:39.00      |     44°38.32'N     |     166°15.60'E     |
|      18:25:42.00      |     44°40.02'N     |     166°14.39'E     |
|      18:25:45.00      |     44°41.71'N     |     166°13.18'E     |
|      18:25:48.00      |     44°43.41'N     |     166°11.97'E     |
|      18:25:51.00      |     44°45.10'N     |     166°10.75'E     |
|      18:25:54.00      |     44°46.79'N     |     166°09.54'E     |
|      18:25:57.00      |     44°48.49'N     |     166°08.33'E     |
|      18:26:00.00      |     44°50.18'N     |     166°07.12'E     |
|      18:26:03.00      |     44°51.88'N     |     166°05.90'E     |
|      18:26:06.00      |     44°53.57'N     |     166°04.69'E     |
|      18:26:09.00      |     44°55.26'N     |     166°03.47'E     |
|      18:26:12.00      |     44°56.96'N     |     166°02.26'E     |
|      18:26:15.00      |     44°58.65'N     |     166°01.05'E     |
|      18:26:18.00      |     45°00.34'N     |     165°59.83'E     |
|      18:26:21.00      |     45°02.03'N     |     165°58.61'E     |
|      18:26:24.00      |     45°03.73'N     |     165°57.40'E     |
|      18:26:27.00      |     45°05.42'N     |     165°56.18'E     |
|      18:26:30.00      |     45°07.11'N     |     165°54.96'E     |
|      18:26:33.00      |     45°08.80'N     |     165°53.75'E     |
