         Curves of the Total Solar Eclipse of 2043 April 09         
+------------------------------------------------------------------+
|                    Rising and Setting Curves                     |
+------------------------------------------------------------------+
|      Time in UT1      |      Latitude      |      Longitude      |
|      19:25:12.00      |     76°09.21'N     |     125°32.27'E     |
|      19:25:15.00      |     76°10.62'N     |     125°27.47'E     |
|      19:25:18.00      |     76°12.03'N     |     125°22.66'E     |
|      19:25:21.00      |     76°13.45'N     |     125°17.84'E     |
|      19:25:24.00      |     76°14.86'N     |     125°13.00'E     |
|      19:25:27.00      |     76°16.27'N     |     125°08.15'E     |
|      19:25:30.00      |     76°17.68'N     |     125°03.28'E     |
|      19:25:33.00      |     76°19.08'N     |     124°58.40'E     |
|      19:25:36.00      |     76°20.49'N     |     124°53.51'E     |
|      19:25:39.00      |     76°21.90'N     |     124°48.60'E     |
|      19:25:42.00      |     76°23.30'N     |     124°43.67'E     |
|      19:25:45.00      |     76°24.71'N     |     124°38.73'E     |
|      19:25:48.00      |     76°26.11'N     |     124°33.78'E     |
|      19:25:51.00      |     76°27.51'N     |     124°28.81'E     |
|      19:25:54.00      |     76°28.91'N     |     124°23.82'E     |
|      19:25:57.00      |     76°30.31'N     |     124°18.83'E     |
|      19:26:00.00      |     76°31.71'N     |     124°13.81'E     |
|      19:26:03.00      |     76°33.11'N     |     124°08.78'E     |
|      19:26:06.00      |     76°34.51'N     |     124°03.74'E     |
|      19:26:09.00      |     76°35.90'N     |     123°58.68'E     |
|      19:26:12.00      |     76°37.30'N     |     123°53.61'E     |
|      19:26:15.00      |     76°38.69'N     |     123°48.52'E     |
|      19:26:18.00      |     76°40.08'N     |     123°43.42'E     |
|      19:26:21.00      |     76°41.47'N     |     123°38.30'E     |
|      19:26:24.00      |     76°42.87'N     |     123°33.16'E     |
|      19:26:27.00      |     76°44.25'N     |     123°28.01'E     |
|      19:26:30.00      |     76°45.64'N     |     123°22.84'E     |
|      19:26:33.00      |     76°47.03'N     |     123°17.66'E     |
|      19:26:36.00      |     76°48.42'N     |     123°12.46'E     |
|      19:26:39.00      |     76°49.80'N     |     123°07.25'E     |
|      19:26:42.00      |     76°51.19'N     |     123°02.02'E     |
|      19:26:45.00      |     76°52.57'N     |     122°56.77'E     |
|      19:26:48.00      |     76°53.95'N     |     122°51.51'E     |
|      19:26:51.00      |     76°55.33'N     |     122°46.23'E     |
|      19:26:54.00      |     76°56.71'N     |     122°40.94'E     |
|      19:26:57.00      |     76°58.09'N     |     122°35.62'E     |
|      19:27:00.00      |     76°59.47'N     |     122°30.30'E     |
|      19:27:03.00      |     77°00.84'N     |     122°24.95'E     |
|      19:27:06.00      |     77°02.22'N     |     122°19.59'E     |
|      19:27:09.00      |     77°03.59'N     |     122°14.22'E     |
|      19:27:12.00      |     77°04.96'N     |     122°08.82'E     |
|      19:27:15.00      |     77°06.33'N     |     122°03.41'E     |
|      19:27:18.00      |     77°07.70'N     |     121°57.98'E     |
|      19:27:21.00      |     77°09.07'N     |     121°52.54'E     |
|      19:27:24.00      |     77°10.44'N     |     121°47.08'E     |
|      19:27:27.00      |     77°11.81'N     |     121°41.60'E     |
|      19:27:30.00      |     77°13.17'N     |     121°36.10'E     |
|      19:27:33.00      |     77°14.54'N     |     121°30.59'E     |
|      19:27:36.00      |     77°15.90'N     |     121°25.06'E     |
|      19:27:39.00      |     77°17.26'N     |     121°19.51'E     |
|      19:27:42.00      |     77°18.62'N     |     121°13.95'E     |
|      19:27:45.00      |     77°19.98'N     |     121°08.37'E     |
|      19:27:48.00      |     77°21.34'N     |     121°02.77'E     |
|      19:27:51.00      |     77°22.69'N     |     120°57.15'E     |
|      19:27:54.00      |     77°24.05'N     |     120°51.51'E     |
|      19:27:57.00      |     77°25.40'N     |     120°45.86'E     |
|      19:28:00.00      |     77°26.75'N     |     120°40.19'E     |
|      19:28:03.00      |     77°28.10'N     |     120°34.50'E     |
|      19:28:06.00      |     77°29.45'N     |     120°28.79'E     |
|      19:28:09.00      |     77°30.80'N     |     120°23.06'E     |
|      19:28:12.00      |     77°32.15'N     |     120°17.32'E     |
|      19:28:15.00      |     77°33.49'N     |     120°11.56'E     |
|      19:28:18.00      |     77°34.84'N     |     120°05.77'E     |
|      19:28:21.00      |     77°36.18'N     |     119°59.97'E     |
|      19:28:24.00      |     77°37.52'N     |     119°54.16'E     |
|      19:28:27.00      |     77°38.86'N     |     119°48.32'E     |
|      19:28:30.00      |     77°40.20'N     |     119°42.46'E     |
|      19:28:33.00      |     77°41.54'N     |     119°36.59'E     |
|      19:28:36.00      |     77°42.87'N     |     119°30.69'E     |
|      19:28:39.00      |     77°44.21'N     |     119°24.78'E     |
|      19:28:42.00      |     77°45.54'N     |     119°18.85'E     |
|      19:28:45.00      |     77°46.87'N     |     119°12.90'E     |
|      19:28:48.00      |     77°48.20'N     |     119°06.93'E     |
|      19:28:51.00      |     77°49.53'N     |     119°00.94'E     |
|      19:28:54.00      |     77°50.86'N     |     118°54.93'E     |
|      19:28:57.00      |     77°52.19'N     |     118°48.90'E     |
|      19:29:00.00      |     77°53.51'N     |     118°42.85'E     |
|      19:29:03.00      |     77°54.83'N     |     118°36.78'E     |
|      19:29:06.00      |     77°56.15'N     |     118°30.69'E     |
|      19:29:09.00      |     77°57.47'N     |     118°24.58'E     |
|      19:29:12.00      |     77°58.79'N     |     118°18.45'E     |
|      19:29:15.00      |     78°00.11'N     |     118°12.30'E     |
|      19:29:18.00      |     78°01.42'N     |     118°06.14'E     |
|      19:29:21.00      |     78°02.74'N     |     117°59.95'E     |
|      19:29:24.00      |     78°04.05'N     |     117°53.74'E     |
|      19:29:27.00      |     78°05.36'N     |     117°47.51'E     |
|      19:29:30.00      |     78°06.67'N     |     117°41.26'E     |
|      19:29:33.00      |     78°07.97'N     |     117°34.98'E     |
|      19:29:36.00      |     78°09.28'N     |     117°28.69'E     |
|      19:29:39.00      |     78°10.58'N     |     117°22.38'E     |
|      19:29:42.00      |     78°11.89'N     |     117°16.04'E     |
|      19:29:45.00      |     78°13.19'N     |     117°09.69'E     |
|      19:29:48.00      |     78°14.49'N     |     117°03.31'E     |
|      19:29:51.00      |     78°15.78'N     |     116°56.92'E     |
|      19:29:54.00      |     78°17.08'N     |     116°50.50'E     |
|      19:29:57.00      |     78°18.37'N     |     116°44.06'E     |
|      19:30:00.00      |     78°19.67'N     |     116°37.59'E     |
|      19:30:03.00      |     78°20.96'N     |     116°31.11'E     |
|      19:30:06.00      |     78°22.24'N     |     116°24.61'E     |
|      19:30:09.00      |     78°23.53'N     |     116°18.08'E     |
|      19:30:12.00      |     78°24.82'N     |     116°11.53'E     |
|      19:30:15.00      |     78°26.10'N     |     116°04.96'E     |
|      19:30:18.00      |     78°27.38'N     |     115°58.37'E     |
|      19:30:21.00      |     78°28.66'N     |     115°51.75'E     |
|      19:30:24.00      |     78°29.94'N     |     115°45.11'E     |
|      19:30:27.00      |     78°31.22'N     |     115°38.45'E     |
|      19:30:30.00      |     78°32.49'N     |     115°31.77'E     |
|      19:30:33.00      |     78°33.77'N     |     115°25.07'E     |
|      19:30:36.00      |     78°35.04'N     |     115°18.34'E     |
|      19:30:39.00      |     78°36.31'N     |     115°11.59'E     |
|      19:30:42.00      |     78°37.57'N     |     115°04.82'E     |
|      19:30:45.00      |     78°38.84'N     |     114°58.02'E     |
|      19:30:48.00      |     78°40.10'N     |     114°51.20'E     |
|      19:30:51.00      |     78°41.36'N     |     114°44.36'E     |
|      19:30:54.00      |     78°42.62'N     |     114°37.49'E     |
|      19:30:57.00      |     78°43.88'N     |     114°30.60'E     |
|      19:31:00.00      |     78°45.14'N     |     114°23.69'E     |
|      19:31:03.00      |     78°46.39'N     |     114°16.75'E     |
|      19:31:06.00      |     78°47.64'N     |     114°09.79'E     |
|      19:31:09.00      |     78°48.89'N     |     114°02.81'E     |
|      19:31:12.00      |     78°50.14'N     |     113°55.80'E     |
|      19:31:15.00      |     78°51.39'N     |     113°48.77'E     |
|      19:31:18.00      |     78°52.63'N     |     113°41.71'E     |
|      19:31:21.00      |     78°53.88'N     |     113°34.63'E     |
|      19:31:24.00      |     78°55.12'N     |     113°27.53'E     |
|      19:31:27.00      |     78°56.35'N     |     113°20.40'E     |
|      19:31:30.00      |     78°57.59'N     |     113°13.25'E     |
|      19:31:33.00      |     78°58.82'N     |     113°06.07'E     |
|      19:31:36.00      |     79°00.06'N     |     112°58.87'E     |
|      19:31:39.00      |     79°01.29'N     |     112°51.64'E     |
|      19:31:42.00      |     79°02.51'N     |     112°44.39'E     |
|      19:31:45.00      |     79°03.74'N     |     112°37.11'E     |
|      19:31:48.00      |     79°04.96'N     |     112°29.81'E     |
|      19:31:51.00      |     79°06.18'N     |     112°22.48'E     |
|      19:31:54.00      |     79°07.40'N     |     112°15.13'E     |
|      19:31:57.00      |     79°08.62'N     |     112°07.75'E     |
|      19:32:00.00      |     79°09.84'N     |     112°00.35'E     |
|      19:32:03.00      |     79°11.05'N     |     111°52.92'E     |
|      19:32:06.00      |     79°12.26'N     |     111°45.47'E     |
|      19:32:09.00      |     79°13.47'N     |     111°37.99'E     |
|      19:32:12.00      |     79°14.67'N     |     111°30.48'E     |
|      19:32:15.00      |     79°15.88'N     |     111°22.95'E     |
|      19:32:18.00      |     79°17.08'N     |     111°15.39'E     |
|      19:32:21.00      |     79°18.28'N     |     111°07.80'E     |
|      19:32:24.00      |     79°19.47'N     |     111°00.19'E     |
|      19:32:27.00      |     79°20.67'N     |     110°52.55'E     |
|      19:32:30.00      |     79°21.86'N     |     110°44.89'E     |
|      19:32:33.00      |     79°23.05'N     |     110°37.20'E     |
|      19:32:36.00      |     79°24.24'N     |     110°29.48'E     |
|      19:32:39.00      |     79°25.42'N     |     110°21.74'E     |
|      19:32:42.00      |     79°26.61'N     |     110°13.97'E     |
|      19:32:45.00      |     79°27.79'N     |     110°06.17'E     |
|      19:32:48.00      |     79°28.96'N     |     109°58.34'E     |
|      19:32:51.00      |     79°30.14'N     |     109°50.49'E     |
|      19:32:54.00      |     79°31.31'N     |     109°42.61'E     |
|      19:32:57.00      |     79°32.48'N     |     109°34.70'E     |
|      19:33:00.00      |     79°33.65'N     |     109°26.77'E     |
|      19:33:03.00      |     79°34.82'N     |     109°18.81'E     |
|      19:33:06.00      |     79°35.98'N     |     109°10.82'E     |
|      19:33:09.00      |     79°37.14'N     |     109°02.80'E     |
|      19:33:12.00      |     79°38.30'N     |     108°54.75'E     |
|      19:33:15.00      |     79°39.45'N     |     108°46.68'E     |
|      19:33:18.00      |     79°40.61'N     |     108°38.57'E     |
|      19:33:21.00      |     79°41.76'N     |     108°30.44'E     |
|      19:33:24.00      |     79°42.90'N     |     108°22.28'E     |
|      19:33:27.00      |     79°44.05'N     |     108°14.10'E     |
|      19:33:30.00      |     79°45.19'N     |     108°05.88'E     |
|      19:33:33.00      |     79°46.33'N     |     107°57.64'E     |
|      19:33:36.00      |     79°47.47'N     |     107°49.36'E     |
|      19:33:39.00      |     79°48.60'N     |     107°41.06'E     |
|      19:33:42.00      |     79°49.73'N     |     107°32.73'E     |
|      19:33:45.00      |     79°50.86'N     |     107°24.37'E     |
|      19:33:48.00      |     79°51.99'N     |     107°15.98'E     |
|      19:33:51.00      |     79°53.11'N     |     107°07.56'E     |
|      19:33:54.00      |     79°54.23'N     |     106°59.11'E     |
|      19:33:57.00      |     79°55.35'N     |     106°50.63'E     |
|      19:34:00.00      |     79°56.46'N     |     106°42.13'E     |
|      19:34:03.00      |     79°57.58'N     |     106°33.59'E     |
|      19:34:06.00      |     79°58.68'N     |     106°25.02'E     |
|      19:34:09.00      |     79°59.79'N     |     106°16.43'E     |
|      19:34:12.00      |     80°00.89'N     |     106°07.80'E     |
|      19:34:15.00      |     80°02.00'N     |     105°59.14'E     |
|      19:34:18.00      |     80°03.09'N     |     105°50.46'E     |
|      19:34:21.00      |     80°04.19'N     |     105°41.74'E     |
|      19:34:24.00      |     80°05.28'N     |     105°32.99'E     |
|      19:34:27.00      |     80°06.37'N     |     105°24.21'E     |
|      19:34:30.00      |     80°07.45'N     |     105°15.41'E     |
|      19:34:33.00      |     80°08.54'N     |     105°06.57'E     |
|      19:34:36.00      |     80°09.62'N     |     104°57.70'E     |
|      19:34:39.00      |     80°10.69'N     |     104°48.80'E     |
|      19:34:42.00      |     80°11.77'N     |     104°39.87'E     |
|      19:34:45.00      |     80°12.84'N     |     104°30.91'E     |
|      19:34:48.00      |     80°13.90'N     |     104°21.91'E     |
|      19:34:51.00      |     80°14.97'N     |     104°12.89'E     |
|      19:34:54.00      |     80°16.03'N     |     104°03.83'E     |
|      19:34:57.00      |     80°17.09'N     |     103°54.75'E     |
|      19:35:00.00      |     80°18.14'N     |     103°45.63'E     |
|      19:35:03.00      |     80°19.19'N     |     103°36.48'E     |
|      19:35:06.00      |     80°20.24'N     |     103°27.30'E     |
|      19:35:09.00      |     80°21.28'N     |     103°18.09'E     |
|      19:35:12.00      |     80°22.33'N     |     103°08.84'E     |
|      19:35:15.00      |     80°23.36'N     |     102°59.57'E     |
|      19:35:18.00      |     80°24.40'N     |     102°50.26'E     |
|      19:35:21.00      |     80°25.43'N     |     102°40.92'E     |
|      19:35:24.00      |     80°26.46'N     |     102°31.55'E     |
|      19:35:27.00      |     80°27.48'N     |     102°22.14'E     |
|      19:35:30.00      |     80°28.50'N     |     102°12.71'E     |
|      19:35:33.00      |     80°29.52'N     |     102°03.24'E     |
|      19:35:36.00      |     80°30.54'N     |     101°53.74'E     |
|      19:35:39.00      |     80°31.55'N     |     101°44.20'E     |
|      19:35:42.00      |     80°32.56'N     |     101°34.64'E     |
|      19:35:45.00      |     80°33.56'N     |     101°25.04'E     |
|      19:35:48.00      |     80°34.56'N     |     101°15.41'E     |
|      19:35:51.00      |     80°35.56'N     |     101°05.74'E     |
|      19:35:54.00      |     80°36.55'N     |     100°56.05'E     |
|      19:35:57.00      |     80°37.54'N     |     100°46.32'E     |
|      19:36:00.00      |     80°38.53'N     |     100°36.56'E     |
|      19:36:03.00      |     80°39.51'N     |     100°26.76'E     |
|      19:36:06.00      |     80°40.49'N     |     100°16.93'E     |
|      19:36:09.00      |     80°41.46'N     |     100°07.07'E     |
|      19:36:12.00      |     80°42.44'N     |     099°57.18'E     |
|      19:36:15.00      |     80°43.40'N     |     099°47.25'E     |
|      19:36:18.00      |     80°44.37'N     |     099°37.29'E     |
|      19:36:21.00      |     80°45.33'N     |     099°27.30'E     |
|      19:36:24.00      |     80°46.29'N     |     099°17.27'E     |
|      19:36:27.00      |     80°47.24'N     |     099°07.21'E     |
|      19:36:30.00      |     80°48.19'N     |     098°57.11'E     |
|      19:36:33.00      |     80°49.13'N     |     098°46.99'E     |
|      19:36:36.00      |     80°50.07'N     |     098°36.82'E     |
|      19:36:39.00      |     80°51.01'N     |     098°26.63'E     |
|      19:36:42.00      |     80°51.94'N     |     098°16.40'E     |
|      19:36:45.00      |     80°52.87'N     |     098°06.14'E     |
|      19:36:48.00      |     80°53.80'N     |     097°55.84'E     |
|      19:36:51.00      |     80°54.72'N     |     097°45.51'E     |
|      19:36:54.00      |     80°55.64'N     |     097°35.15'E     |
|      19:36:57.00      |     80°56.55'N     |     097°24.75'E     |
|      19:37:00.00      |     80°57.46'N     |     097°14.32'E     |
|      19:37:03.00      |     80°58.37'N     |     097°03.85'E     |
|      19:37:06.00      |     80°59.27'N     |     096°53.36'E     |
|      19:37:09.00      |     81°00.17'N     |     096°42.82'E     |
|      19:37:12.00      |     81°01.06'N     |     096°32.25'E     |
|      19:37:15.00      |     81°01.95'N     |     096°21.65'E     |
|      19:37:18.00      |     81°02.83'N     |     096°11.02'E     |
|      19:37:21.00      |     81°03.71'N     |     096°00.35'E     |
|      19:37:24.00      |     81°04.59'N     |     095°49.64'E     |
|      19:37:27.00      |     81°05.46'N     |     095°38.91'E     |
|      19:37:30.00      |     81°06.33'N     |     095°28.14'E     |
|      19:37:33.00      |     81°07.19'N     |     095°17.33'E     |
|      19:37:36.00      |     81°08.05'N     |     095°06.49'E     |
|      19:37:39.00      |     81°08.90'N     |     094°55.62'E     |
|      19:37:42.00      |     81°09.75'N     |     094°44.71'E     |
|      19:37:45.00      |     81°10.60'N     |     094°33.76'E     |
|      19:37:48.00      |     81°11.44'N     |     094°22.79'E     |
|      19:37:51.00      |     81°12.28'N     |     094°11.78'E     |
|      19:37:54.00      |     81°13.11'N     |     094°00.73'E     |
|      19:37:57.00      |     81°13.94'N     |     093°49.65'E     |
|      19:38:00.00      |     81°14.76'N     |     093°38.54'E     |
|      19:38:03.00      |     81°15.58'N     |     093°27.39'E     |
|      19:38:06.00      |     81°16.39'N     |     093°16.21'E     |
|      19:38:09.00      |     81°17.20'N     |     093°04.99'E     |
|      19:38:12.00      |     81°18.01'N     |     092°53.74'E     |
|      19:38:15.00      |     81°18.81'N     |     092°42.46'E     |
|      19:38:18.00      |     81°19.60'N     |     092°31.14'E     |
|      19:38:21.00      |     81°20.40'N     |     092°19.79'E     |
|      19:38:24.00      |     81°21.18'N     |     092°08.40'E     |
|      19:38:27.00      |     81°21.96'N     |     091°56.98'E     |
|      19:38:30.00      |     81°22.74'N     |     091°45.53'E     |
|      19:38:33.00      |     81°23.51'N     |     091°34.04'E     |
|      19:38:36.00      |     81°24.28'N     |     091°22.52'E     |
|      19:38:39.00      |     81°25.04'N     |     091°10.97'E     |
|      19:38:42.00      |     81°25.80'N     |     090°59.38'E     |
|      19:38:45.00      |     81°26.55'N     |     090°47.75'E     |
|      19:38:48.00      |     81°27.30'N     |     090°36.10'E     |
|      19:38:51.00      |     81°28.04'N     |     090°24.41'E     |
|      19:38:54.00      |     81°28.78'N     |     090°12.69'E     |
|      19:38:57.00      |     81°29.51'N     |     090°00.93'E     |
|      19:39:00.00      |     81°30.24'N     |     089°49.14'E     |
|      19:39:03.00      |     81°30.96'N     |     089°37.31'E     |
|      19:39:06.00      |     81°31.68'N     |     089°25.46'E     |
|      19:39:09.00      |     81°32.39'N     |     089°13.57'E     |
|      19:39:12.00      |     81°33.09'N     |     089°01.64'E     |
|      19:39:15.00      |     81°33.80'N     |     088°49.69'E     |
|      19:39:18.00      |     81°34.49'N     |     088°37.70'E     |
|      19:39:21.00      |     81°35.18'N     |     088°25.68'E     |
|      19:39:24.00      |     81°35.87'N     |     088°13.62'E     |
|      19:39:27.00      |     81°36.55'N     |     088°01.53'E     |
|      19:39:30.00      |     81°37.23'N     |     087°49.41'E     |
|      19:39:33.00      |     81°37.90'N     |     087°37.26'E     |
|      19:39:36.00      |     81°38.56'N     |     087°25.07'E     |
|      19:39:39.00      |     81°39.22'N     |     087°12.86'E     |
|      19:39:42.00      |     81°39.88'N     |     087°00.61'E     |
|      19:39:45.00      |     81°40.53'N     |     086°48.33'E     |
|      19:39:48.00      |     81°41.17'N     |     086°36.01'E     |
|      19:39:51.00      |     81°41.81'N     |     086°23.67'E     |
|      19:39:54.00      |     81°42.44'N     |     086°11.29'E     |
|      19:39:57.00      |     81°43.07'N     |     085°58.88'E     |
|      19:40:00.00      |     81°43.69'N     |     085°46.44'E     |
|      19:40:03.00      |     81°44.30'N     |     085°33.97'E     |
|      19:40:06.00      |     81°44.91'N     |     085°21.47'E     |
|      19:40:09.00      |     81°45.52'N     |     085°08.93'E     |
|      19:40:12.00      |     81°46.12'N     |     084°56.37'E     |
|      19:40:15.00      |     81°46.71'N     |     084°43.77'E     |
|      19:40:18.00      |     81°47.30'N     |     084°31.15'E     |
|      19:40:21.00      |     81°47.88'N     |     084°18.49'E     |
|      19:40:24.00      |     81°48.46'N     |     084°05.80'E     |
|      19:40:27.00      |     81°49.03'N     |     083°53.09'E     |
|      19:40:30.00      |     81°49.59'N     |     083°40.34'E     |
|      19:40:33.00      |     81°50.15'N     |     083°27.56'E     |
|      19:40:36.00      |     81°50.71'N     |     083°14.76'E     |
|      19:40:39.00      |     81°51.25'N     |     083°01.92'E     |
|      19:40:42.00      |     81°51.80'N     |     082°49.06'E     |
|      19:40:45.00      |     81°52.33'N     |     082°36.16'E     |
|      19:40:48.00      |     81°52.86'N     |     082°23.24'E     |
|      19:40:51.00      |     81°53.39'N     |     082°10.29'E     |
|      19:40:54.00      |     81°53.90'N     |     081°57.31'E     |
|      19:40:57.00      |     81°54.42'N     |     081°44.30'E     |
|      19:41:00.00      |     81°54.92'N     |     081°31.26'E     |
|      19:41:03.00      |     81°55.42'N     |     081°18.20'E     |
|      19:41:06.00      |     81°55.91'N     |     081°05.11'E     |
|      19:41:09.00      |     81°56.40'N     |     080°51.99'E     |
|      19:41:12.00      |     81°56.88'N     |     080°38.84'E     |
|      19:41:15.00      |     81°57.36'N     |     080°25.67'E     |
|      19:41:18.00      |     81°57.83'N     |     080°12.47'E     |
|      19:41:21.00      |     81°58.29'N     |     079°59.24'E     |
|      19:41:24.00      |     81°58.75'N     |     079°45.99'E     |
|      19:41:27.00      |     81°59.20'N     |     079°32.71'E     |
|      19:41:30.00      |     81°59.65'N     |     079°19.40'E     |
|      19:41:33.00      |     82°00.08'N     |     079°06.07'E     |
|      19:41:36.00      |     82°00.52'N     |     078°52.72'E     |
|      19:41:39.00      |     82°00.94'N     |     078°39.34'E     |
|      19:41:42.00      |     82°01.36'N     |     078°25.93'E     |
|      19:41:45.00      |     82°01.77'N     |     078°12.50'E     |
|      19:41:48.00      |     82°02.18'N     |     077°59.05'E     |
|      19:41:51.00      |     82°02.58'N     |     077°45.57'E     |
|      19:41:54.00      |     82°02.98'N     |     077°32.07'E     |
|      19:41:57.00      |     82°03.36'N     |     077°18.54'E     |
|      19:42:00.00      |     82°03.75'N     |     077°04.99'E     |
|      19:42:03.00      |     82°04.12'N     |     076°51.42'E     |
|      19:42:06.00      |     82°04.49'N     |     076°37.82'E     |
|      19:42:09.00      |     82°04.85'N     |     076°24.21'E     |
|      19:42:12.00      |     82°05.21'N     |     076°10.57'E     |
|      19:42:15.00      |     82°05.55'N     |     075°56.91'E     |
|      19:42:18.00      |     82°05.90'N     |     075°43.22'E     |
|      19:42:21.00      |     82°06.23'N     |     075°29.52'E     |
|      19:42:24.00      |     82°06.56'N     |     075°15.80'E     |
|      19:42:27.00      |     82°06.88'N     |     075°02.05'E     |
|      19:42:30.00      |     82°07.20'N     |     074°48.29'E     |
|      19:42:33.00      |     82°07.51'N     |     074°34.50'E     |
|      19:42:36.00      |     82°07.81'N     |     074°20.70'E     |
|      19:42:39.00      |     82°08.11'N     |     074°06.87'E     |
|      19:42:42.00      |     82°08.40'N     |     073°53.03'E     |
|      19:42:45.00      |     82°08.68'N     |     073°39.17'E     |
|      19:42:48.00      |     82°08.96'N     |     073°25.29'E     |
|      19:42:51.00      |     82°09.23'N     |     073°11.39'E     |
|      19:42:54.00      |     82°09.49'N     |     072°57.47'E     |
|      19:42:57.00      |     82°09.74'N     |     072°43.54'E     |
|      19:43:00.00      |     82°09.99'N     |     072°29.59'E     |
|      19:43:03.00      |     82°10.23'N     |     072°15.63'E     |
|      19:43:06.00      |     82°10.47'N     |     072°01.64'E     |
|      19:43:09.00      |     82°10.70'N     |     071°47.64'E     |
|      19:43:12.00      |     82°10.92'N     |     071°33.63'E     |
|      19:43:15.00      |     82°11.13'N     |     071°19.60'E     |
|      19:43:18.00      |     82°11.34'N     |     071°05.56'E     |
|      19:43:21.00      |     82°11.54'N     |     070°51.50'E     |
|      19:43:24.00      |     82°11.74'N     |     070°37.43'E     |
|      19:43:27.00      |     82°11.93'N     |     070°23.34'E     |
|      19:43:30.00      |     82°12.11'N     |     070°09.24'E     |
|      19:43:33.00      |     82°12.28'N     |     069°55.13'E     |
|      19:43:36.00      |     82°12.45'N     |     069°41.00'E     |
|      19:43:39.00      |     82°12.60'N     |     069°26.86'E     |
|      19:43:42.00      |     82°12.76'N     |     069°12.71'E     |
|      19:43:45.00      |     82°12.90'N     |     068°58.55'E     |
|      19:43:48.00      |     82°13.04'N     |     068°44.38'E     |
|      19:43:51.00      |     82°13.17'N     |     068°30.20'E     |
|      19:43:54.00      |     82°13.30'N     |     068°16.01'E     |
|      19:43:57.00      |     82°13.41'N     |     068°01.80'E     |
|      19:44:00.00      |     82°13.52'N     |     067°47.59'E     |
|      19:44:03.00      |     82°13.63'N     |     067°33.37'E     |
|      19:44:06.00      |     82°13.72'N     |     067°19.14'E     |
|      19:44:09.00      |     82°13.81'N     |     067°04.90'E     |
|      19:44:12.00      |     82°13.90'N     |     066°50.65'E     |
|      19:44:15.00      |     82°13.97'N     |     066°36.40'E     |
|      19:44:18.00      |     82°14.04'N     |     066°22.13'E     |
|      19:44:21.00      |     82°14.10'N     |     066°07.87'E     |
|      19:44:24.00      |     82°14.15'N     |     065°53.59'E     |
|      19:44:27.00      |     82°14.20'N     |     065°39.31'E     |
|      19:44:30.00      |     82°14.24'N     |     065°25.02'E     |
|      19:44:33.00      |     82°14.27'N     |     065°10.73'E     |
|      19:44:36.00      |     82°14.30'N     |     064°56.43'E     |
|      19:44:39.00      |     82°14.32'N     |     064°42.13'E     |
|      19:44:42.00      |     82°14.33'N     |     064°27.83'E     |
|      19:44:45.00      |     82°14.33'N     |     064°13.52'E     |
|      19:44:48.00      |     82°14.33'N     |     063°59.21'E     |
|      19:44:51.00      |     82°14.32'N     |     063°44.89'E     |
|      19:44:54.00      |     82°14.30'N     |     063°30.58'E     |
|      19:44:57.00      |     82°14.27'N     |     063°16.26'E     |
|      19:45:00.00      |     82°14.24'N     |     063°01.94'E     |
|      19:45:03.00      |     82°14.20'N     |     062°47.62'E     |
|      19:45:06.00      |     82°14.16'N     |     062°33.29'E     |
|      19:45:09.00      |     82°14.10'N     |     062°18.97'E     |
|      19:45:12.00      |     82°14.04'N     |     062°04.65'E     |
|      19:45:15.00      |     82°13.97'N     |     061°50.33'E     |
|      19:45:18.00      |     82°13.90'N     |     061°36.01'E     |
|      19:45:21.00      |     82°13.82'N     |     061°21.69'E     |
|      19:45:24.00      |     82°13.73'N     |     061°07.37'E     |
|      19:45:27.00      |     82°13.63'N     |     060°53.05'E     |
|      19:45:30.00      |     82°13.53'N     |     060°38.74'E     |
|      19:45:33.00      |     82°13.42'N     |     060°24.43'E     |
|      19:45:36.00      |     82°13.30'N     |     060°10.13'E     |
|      19:45:39.00      |     82°13.17'N     |     059°55.82'E     |
|      19:45:42.00      |     82°13.04'N     |     059°41.52'E     |
|      19:45:45.00      |     82°12.90'N     |     059°27.23'E     |
|      19:45:48.00      |     82°12.75'N     |     059°12.94'E     |
|      19:45:51.00      |     82°12.60'N     |     058°58.66'E     |
|      19:45:54.00      |     82°12.44'N     |     058°44.38'E     |
|      19:45:57.00      |     82°12.27'N     |     058°30.11'E     |
|      19:46:00.00      |     82°12.09'N     |     058°15.85'E     |
|      19:46:03.00      |     82°11.91'N     |     058°01.59'E     |
|      19:46:06.00      |     82°11.72'N     |     057°47.34'E     |
|      19:46:09.00      |     82°11.52'N     |     057°33.10'E     |
|      19:46:12.00      |     82°11.32'N     |     057°18.86'E     |
|      19:46:15.00      |     82°11.10'N     |     057°04.64'E     |
|      19:46:18.00      |     82°10.89'N     |     056°50.42'E     |
|      19:46:21.00      |     82°10.66'N     |     056°36.21'E     |
|      19:46:24.00      |     82°10.43'N     |     056°22.02'E     |
|      19:46:27.00      |     82°10.19'N     |     056°07.83'E     |
|      19:46:30.00      |     82°09.94'N     |     055°53.65'E     |
|      19:46:33.00      |     82°09.68'N     |     055°39.49'E     |
|      19:46:36.00      |     82°09.42'N     |     055°25.33'E     |
|      19:46:39.00      |     82°09.15'N     |     055°11.19'E     |
|      19:46:42.00      |     82°08.88'N     |     054°57.06'E     |
|      19:46:45.00      |     82°08.60'N     |     054°42.94'E     |
|      19:46:48.00      |     82°08.30'N     |     054°28.84'E     |
|      19:46:51.00      |     82°08.01'N     |     054°14.75'E     |
